filename,fecha_de_radicacion,has_unredacted,unredacted_vars,unredacted_values,date_of_decree,decree_year,county,state,physical_address,mailing_address,mailing_state,mailing_county,taxable_year_end,total_net_worth,income_interest_exempt,income_interest_nonexempt,income_dividends_exempt,income_dividends_nonexempt,income_capital_gains_exempt,income_capital_gains_nonexempt,income_wages_exempt,income_wages_nonexempt,income_other_income_exempt,income_other_income_nonexempt,does_grantee_own_a_home_in_puerto_rico_or_does_he/she_rent_it,primary_property_value,monthly_rent_pay,real_estate_municipality,does_grantee_own_other_real_estate_in_puerto_rico,n_nonprimary_real_estate,does_grantee_have_assets_located_in_puerto_rico,previous_reporting_year,current_reporting_year,asset_type_financial_previous_reporting_year,asset_type_financial_current_reporting_year,asset_type_financial_difference,asset_type_real_estate_previous_reporting_year,asset_type_real_estate_current_reporting_year,asset_type_real_estate_difference,asset_type_privately_held_business_previous_reporting_year,asset_type_privately_held_business_current_reporting_year,asset_type_privately_held_business_difference,asset_type_other_previous_reporting_year,asset_type_other_current_reporting_year,asset_type_other_difference,does_grantee_have_a_business_in_puerto_rico,n_business,business_information_table_height,business_type_1,business_decree_1,business_type_2,business_decree_2,business_type_3,business_decree_3,business_type_4,business_decree_4,business_type_5,business_decree_5,business_type_6,business_decree_6,business_type_7,business_decree_7,business_type_8,business_decree_8,business_type_9,business_decree_9,business_type_10,business_decree_10,business_type_11,business_decree_11,business_type_12,business_decree_12,business_type_13,business_decree_13,business_type_14,business_decree_14,business_type_15,business_decree_15,household_table_height,days_in_pr,expenditure_in_pr,charity_in_pr,total_amount_donated,n_charities,gender
2022-RepAct22-009603_Redacted.pdf,01/09/2023,FALSE,NA,NA,01/01/2020,2020,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 1 to 5 million,252,0,19524,0,807743,0,0,60300,0,3,Own,750000,NA,NA,No,0,TRUE,2020,2021,1980000,135000,-1845000,8e+05,750000,-50000,120000,50000,-70000,50000,50000,0,Yes,1,120,Service,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,337,175000,Yes,0,1,REDACTED
2022-RepAct22-009604_Redacted.pdf,01/04/2023,FALSE,NA,NA,08/08/2022,2022,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,Less than 1 million,0,0,2043.33,0,0,0,0,48000,0,0,Rent,NA,5000,NA,NA,0,TRUE,2020,2021,30000,2400000,2370000,0,0,0,0,0,0,4e+06,118700000,114700000,Yes,1,35,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,202,49000,No,0,0,REDACTED
2022-RepAct22-009605_Redacted.pdf,01/16/2023,FALSE,NA,NA,02/24/2015,2015,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 1 to 5 million,0,0,7,0,8424,0,0,120300,0,1099744,Own,3e+06,NA,NA,No,0,TRUE,2020,2021,24000,0,-24000,4e+06,3e+06,-1e+06,5e+05,5e+05,0,80000,90000,10000,Yes,1,35,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,335,99996,Yes,0,1,REDACTED
2022-RepAct22-009606_Redacted.pdf,01/11/2023,FALSE,NA,NA,12/30/2019,2019,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 1 to 5 million,0,0,0,0,0,0,0,40299,0,2,Own,8e+05,NA,NA,No,0,TRUE,2020,2021,1980000,50000,-1930000,8e+05,8e+05,0,120000,0,-120000,50000,50000,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,343,150000,Yes,0,1,REDACTED
2022-RepAct22-009607_Redacted.pdf,01/17/2023,FALSE,NA,NA,12/19/2014,2014,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 5 to 10 million,0,0,7,0,8424,0,0,44621,0,0,Own,3e+06,NA,NA,No,0,TRUE,2020,2021,24000,0,-24000,4e+06,3e+06,-1e+06,5e+05,5e+05,0,80000,90000,10000,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,300,99996,Yes,0,1,REDACTED
2022-RepAct22-009608_Redacted.pdf,01/12/2023,FALSE,NA,NA,12/17/2019,2019,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 1 to 5 million,0,0,495871,0,0,0,0,80229,0,2465,Own,965000,NA,NA,No,0,TRUE,2020,2021,1500000,1600000,1e+05,0,965000,965000,2500000,2e+06,-5e+05,1e+05,1e+05,0,Yes,1,60,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,240,250000,Yes,0,1,NA
2022-RepAct22-009609_Redacted.pdf,01/12/2023,FALSE,NA,NA,06/14/2021,2021,RINCON,PR,"RINCON, PR","RINCON, PR",PR,RINCON,12/31/2021,From 25 to 50 million,0,0,110305,0,0,0,0,0,0,0,Rent,NA,8000,NA,NA,0,TRUE,2020,2021,0,29915000,29915000,0,0,0,0,0,0,0,350000,350000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,230,115000,Yes,0,1,REDACTED
2022-RepAct22-009616_Redacted.pdf,01/12/2023,FALSE,NA,NA,04/28/2021,2021,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,Less than 1 million,0,0,0,0,0,1000,0,0,0,47628,Own,9e+05,NA,NA,No,0,TRUE,2020,2021,0,135000,135000,0,9e+05,9e+05,0,20000,20000,0,40000,40000,Yes,1,50,Other,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,340,1e+06,Yes,0,2,REDACTED
2022-RepAct22-009621_Redacted.pdf,01/10/2023,FALSE,NA,NA,01/14/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 50 to 75 million,35010,0,6235,0,74716319,23735593,0,191441,0,13675,Own,1650000,NA,NA,No,0,TRUE,2020,2021,0,50000,50000,0,1650000,1650000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,195,4e+05,No,0,0,REDACTED
2022-RepAct22-009624_Redacted.pdf,01/12/2023,FALSE,NA,NA,10/11/2014,2014,HUMACAO,NA,"HUMACAO,",,NA,,12/31/2021,From 10 to 25 million,68,0,0,0,2841,0,0,17469797,0,0,Own,0,NA,NA,No,0,TRUE,2020,2021,17783,50000,32217,250000,0,-250000,150000,6e+06,5850000,0,0,0,Yes,1,45,Other,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,260,2e+05,No,0,0,REDACTED
2022-RepAct22-009626_Redacted.pdf,01/05/2023,FALSE,NA,NA,01/01/2021,2021,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 25 to 50 million,523174,0,222,0,3131514,547270,0,4025868,0,44101,Own,4500000,NA,NA,No,0,TRUE,2020,2021,0,1e+06,1e+06,0,0,0,0,1210000,1210000,0,51000,51000,Yes,1,50,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,206,5e+05,Yes,0,1,NA
2022-RepAct22-009630_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/01/2020,2020,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 25 to 50 million,184527,0,0,0,12031873,0,3750,240385,81,0,Own,1150000,NA,NA,No,0,TRUE,2020,2021,1e+07,1.3e+07,3e+06,0,0,0,1e+07,2e+07,1e+07,0,60000,60000,Yes,1,30,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,231,1e+05,Yes,0,2,NA
2022-RepAct22-009632_Redacted.pdf,01/09/2023,FALSE,NA,NA,06/26/2018,2018,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 1 to 5 million,1377,0,258166,0,11968,0,0,12300,70409,53366,Own,355000,NA,NA,No,0,TRUE,2020,2021,340000,20000,-320000,325000,355000,30000,1715313,1e+06,-715313,1e+06,25000,-975000,Yes,1,70,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,343,50000,Yes,0,1,REDACTED
2022-RepAct22-009633_Redacted.pdf,01/13/2023,FALSE,NA,NA,06/21/2018,2018,CABO ROJO,PR,"CABO ROJO, PR","CABO ROJO, PR",PR,CABO ROJO,12/31/2021,From 1 to 5 million,0,0,8611,0,2369874,0,0,0,1400,168386,Rent,NA,1725,NA,NA,0,TRUE,2020,2021,2617334,428000,-2189334,0,0,0,3000,0,-3000,7000,0,-7000,Yes,1,90,Other,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,365,40000,Yes,0,1,NA
2022-RepAct22-009634_Redacted.pdf,01/15/2023,FALSE,NA,NA,06/28/2018,2018,Vega Alta,PR,"Vega Alta, PR","Vega Alta, PR",PR,Vega Alta,12/31/2021,From 10 to 25 million,178,0,5029681,0,9784613.94,0,0,106500,8,0,Own,3e+06,NA,NA,No,0,FALSE,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,60,Telecommunication Financial,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,291,1e+05,Yes,0,1,REDACTED
2022-RepAct22-009635_Redacted.pdf,01/12/2023,FALSE,NA,NA,01/01/2019,2019,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 5 to 10 million,19633,0,642186,0,2199341,0,0,60300,0,324712,Own,7e+06,NA,NA,No,0,TRUE,2020,2021,8e+05,2e+06,1200000,7e+09,7e+06,-6.993e+09,1e+05,463806,363806,1e+05,5e+05,4e+05,Yes,1,40,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,363,3e+05,No,0,0,NA
2022-RepAct22-009638_Redacted.pdf,01/13/2023,FALSE,NA,NA,04/12/2017,2017,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 5 to 10 million,296,0,337472,0,1109240,0,0,68932,1400,0,Own,5e+06,NA,NA,No,0,TRUE,2020,2021,3500000,1750000,-1750000,0,5e+06,5e+06,1e+06,2500000,1500000,1e+05,2e+05,1e+05,Yes,1,40,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,285,150000,Yes,0,1,REDACTED
2022-RepAct22-009640_Redacted.pdf,01/10/2023,FALSE,NA,NA,11/13/2017,2017,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 5 to 10 million,0,0,177183,0,0,0,0,0,0,0,Own,5e+06,NA,NA,No,0,TRUE,2020,2021,3500000,1750000,-1750000,0,5e+06,5e+06,0,0,0,1e+05,2e+05,1e+05,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,317,150000,Yes,0,1,REDACTED
2022-RepAct22-009641_Redacted.pdf,01/17/2023,FALSE,NA,NA,06/08/2022,2022,Vega Alta,PR,"Vega Alta, PR","Dorado, PR",PR,Dorado,12/31/2021,Less than 1 million,0,0,0,0,0,0,0,0,0,29954,Own,7e+05,NA,NA,Yes,1,TRUE,2020,2021,120000,130000,10000,1500000,1500000,0,0,0,0,50000,75000,25000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,350,1e+05,Yes,10000,3,REDACTED
2022-RepAct22-009647_Redacted.pdf,01/05/2023,FALSE,NA,NA,02/01/2019,2019,Humacao,Puerto Rico,"Humacao, Puerto Rico",,NA,,12/31/2020,From 1 to 5 million,0,36797,0,313670,-22876,-3837237,0,0,0,2959,Own,850000,NA,NA,No,0,TRUE,2018,2019,0,0,0,850000,850000,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,220,50000,Yes,0,1,REDACTED
2022-RepAct22-009648_Redacted.pdf,01/05/2023,FALSE,NA,NA,02/01/2019,2019,Humacao,Puerto Rico,"Humacao, Puerto Rico","Humacao, Puerto Rico",Puerto Rico,Humacao,12/31/2021,From 1 to 5 million,2,0,170992,0,4523,-708668,0,0,0,0,Own,850000,NA,NA,No,0,TRUE,2020,2021,0,0,0,850000,850000,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,200,1e+05,Yes,0,1,REDACTED
2022-RepAct22-009652_Redacted.pdf,01/16/2023,FALSE,NA,NA,09/19/2018,2018,CAROLINA,PUERTO RICO,"CAROLINA, PUERTO RICO","CAROLINA, PUERTO RICO",PUERTO RICO,CAROLINA,12/31/2021,From 1 to 5 million,0,0,55661,0,1577,0,0,81171,0,0,Own,1e+06,NA,NA,No,0,TRUE,2020,2021,315000,383000,68000,750000,1e+06,250000,77075,126231,49156,0,30000,30000,Yes,1,60,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,340,20000,Yes,0,2,REDACTED
2022-RepAct22-009653_Redacted.pdf,01/13/2023,FALSE,NA,NA,01/01/2020,2020,CAROLINA,PR,"CAROLINA, PR","CAROLINA, PR",PR,CAROLINA,12/31/2021,From 5 to 10 million,18,0,3020,0,9832,0,0,0,0,63685,Rent,NA,2215,NA,NA,0,TRUE,2020,2021,5000,155000,150000,0,0,0,0,0,0,10000,10000,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,365,5000,Yes,0,1,REDACTED
2022-RepAct22-009655_Redacted.pdf,01/10/2023,FALSE,NA,NA,06/29/2019,2019,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,Less than 1 million,0,0,44385,0,0,0,0,0,0,19429,Rent,NA,5000,NA,NA,0,TRUE,2020,2021,20000,25000,5000,0,0,0,1e+05,71928,-28072,1000,0,-1000,Yes,1,25,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,227,80000,Yes,0,1,REDACTED
2022-RepAct22-009656_Redacted.pdf,01/05/2023,FALSE,NA,NA,01/01/2021,2021,DORADO,PUERTO RICO,"DORADO, PUERTO RICO","DORADO, PUERTO RICO",PUERTO RICO,DORADO,12/31/2021,From 25 to 50 million,0,0,0,0,16457,379347,0,0,0,0,Own,4500000,NA,NA,No,0,TRUE,2020,2021,0,1e+06,1e+06,0,0,0,0,1210000,1210000,0,51000,51000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,206,5e+05,No,0,0,REDACTED
2022-RepAct22-009657_Redacted.pdf,01/13/2023,FALSE,NA,NA,11/09/2018,2018,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 10 to 25 million,300,0,131462,0,2012506,0,0,60300,0,829258,Rent,NA,2700,NA,NA,0,TRUE,2020,2021,30250000,12800000,-17450000,0,0,0,3e+06,50000,-2950000,2e+05,0,-2e+05,Yes,1,35,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,294,20000,Yes,0,1,REDACTED
2022-RepAct22-009658_Redacted.pdf,01/13/2023,FALSE,NA,NA,01/01/2020,2020,CAROLINA,PR,"CAROLINA, PR","CAROLINA, PR",PR,CAROLINA,12/31/2021,From 5 to 10 million,18,0,392135,0,15337,0,0,0,0,127538,Rent,NA,2215,NA,NA,0,TRUE,2020,2021,2010000,155000,-1855000,0,0,0,0,0,0,10000,10000,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,365,5000,Yes,0,1,REDACTED
2022-RepAct22-009660_Redacted.pdf,01/12/2023,FALSE,NA,NA,02/01/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,Less than 1 million,314,0,586420,0,59917,13498,0,50300,0,5677,Rent,NA,1100,NA,NA,0,TRUE,2020,2021,0,350000,350000,0,0,0,0,0,0,0,50000,50000,Yes,1,25,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,348,105000,Yes,0,1,REDACTED
2022-RepAct22-009661_Redacted.pdf,01/12/2023,FALSE,NA,NA,01/01/2020,2020,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,From 5 to 10 million,230,0,3459,0,23118576,0,0,0,0,73842,Own,520000,NA,NA,Yes,1,TRUE,2020,2021,10200000,5350000,-4850000,525000,520000,-5000,0,0,0,20000,10000,-10000,Yes,1,35,Other,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,352,80000,Yes,0,1,REDACTED
2022-RepAct22-009663_Redacted.pdf,01/04/2023,FALSE,NA,NA,01/01/2019,2019,Aguadilla,PR,"Aguadilla, PR",,NA,,12/31/2021,From 1 to 5 million,1011,0,101,0,655973,0,0,123579,0,0,Rent,NA,2300,NA,NA,0,TRUE,2020,2021,4000,4000,0,0,0,0,978000,1244000,266000,15000,30000,15000,Yes,1,40,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,289,1e+05,Yes,0,2,REDACTED
2022-RepAct22-009665_Redacted.pdf,01/10/2023,FALSE,NA,NA,05/06/2021,2021,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,From 10 to 25 million,365,0,425,0,-4558,0,0,18000,0,0,Rent,NA,6200,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,10328000,10328000,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,297,66000,No,0,0,REDACTED
2022-RepAct22-009666_Redacted.pdf,01/12/2023,FALSE,NA,NA,02/11/2021,2021,San Juan,Puerto Rico,"San Juan , Puerto Rico","San Juan , Puerto Rico",Puerto Rico,San Juan,12/31/2021,From 1 to 5 million,0,0,0,0,22575,0,0,60150,29826,52893,Own,525000,NA,NA,No,0,TRUE,2020,2021,0,1205000,1205000,0,525000,525000,0,0,0,0,20000,20000,Yes,1,50,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,287,650000,No,0,0,NA
2022-RepAct22-009669_Redacted.pdf,01/12/2023,FALSE,NA,NA,02/01/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 1 to 5 million,0,0,173334,0,0,0,0,90800,0,0,Own,285000,NA,NA,No,0,TRUE,2020,2021,0,50000,50000,0,285000,285000,0,0,0,0,10000,10000,Yes,1,45,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,201,50000,Yes,0,1,REDACTED
2022-RepAct22-009670_Redacted.pdf,01/04/2023,FALSE,NA,NA,06/12/2017,2017,BAYAMON,PUERTO RICO,"BAYAMON, PUERTO RICO","BAYAMON, PUERTO RICO",PUERTO RICO,BAYAMON,12/31/2021,Less than 1 million,54,0,35,0,92392,0,0,0,0,2875,Rent,NA,600,NA,NA,0,TRUE,2020,2021,895000,126540,-768460,0,0,0,50000,5e+05,450000,0,0,0,Yes,1,40,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,197,47980,No,0,0,REDACTED
2022-RepAct22-009673_Redacted.pdf,01/03/2023,FALSE,NA,NA,02/16/2020,2020,Humacao,Puerto Rico,"Humacao, Puerto Rico","Humacao, Puerto Rico",Puerto Rico,Humacao,12/31/2021,Less than 1 million,14,0,334660,0,1797,0,0,35299,0,34634,Own,1030000,NA,NA,No,0,TRUE,2020,2021,295000,425000,130000,0,1030000,1030000,636718,357512,-279206,75000,30000,-45000,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,277,60000,Yes,0,1,REDACTED
2022-RepAct22-009674_Redacted.pdf,01/10/2023,FALSE,NA,NA,01/01/2021,2021,Isabela,PR,"Isabela, PR","SAN ANTONIO,",NA,SAN ANTONIO,12/31/2021,From 1 to 5 million,633,0,5589,0,664874,0,0,225349,0,4534,Rent,NA,1650,NA,NA,0,TRUE,2020,2021,0,8597,8597,0,0,0,0,0,0,0,60000,60000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,313,80000,No,0,0,REDACTED
2022-RepAct22-009677_Redacted.pdf,01/10/2023,FALSE,NA,NA,01/01/2021,2021,ISABELA,NA,"ISABELA,","SAN ANTONIO,",NA,SAN ANTONIO,12/31/2021,From 1 to 5 million,633,0,5589,0,664874,0,0,225349,0,4534,Rent,NA,1650,NA,NA,0,TRUE,2020,2021,0,8597,8597,0,0,0,0,0,0,0,60000,60000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,325,80000,No,0,0,REDACTED
2022-RepAct22-009678_Redacted.pdf,01/03/2023,FALSE,NA,NA,02/16/2020,2020,Humacao,NA,"Humacao,","Humacao,",NA,Humacao,12/31/2021,Less than 1 million,0,0,292222,0,0,0,0,35299,0,51926,Own,1030000,NA,NA,No,0,TRUE,2020,2021,295000,425000,130000,0,1030000,1030000,636718,357512,-279206,75000,30000,-45000,Yes,1,40,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,277,6e+05,Yes,0,2,REDACTED
2022-RepAct22-009679_Redacted.pdf,01/11/2023,FALSE,NA,NA,12/04/2020,2020,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,From 1 to 5 million,0,0,308750,0,4557,0,0,64614,0,37782,Rent,NA,6900,NA,NA,0,TRUE,2020,2021,2700000,250000,-2450000,0,0,0,5e+06,6e+06,1e+06,1e+05,90000,-10000,Yes,1,180,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,233,750000,Yes,0,2,REDACTED
2022-RepAct22-009680_Redacted.pdf,01/13/2023,FALSE,NA,NA,02/01/2019,2019,Humacao,NA,"Humacao,","Humacao,",NA,Humacao,12/31/2021,From 1 to 5 million,0,0,0,0,391782,9930,0,60000,0,0,Own,535000,NA,NA,No,0,TRUE,2020,2021,9154,69212.72,60058.72,535000,535000,0,0,0,0,0,0,0,Yes,2,50,Service,FALSE,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,326,1e+05,Yes,0,1,REDACTED
2022-RepAct22-009681_Redacted.pdf,01/17/2023,TRUE,business_decree_number_1,2018-REDACTED,12/31/2019,2019,SAN JUAN,NA,"SAN JUAN,","SAN JUAN,",NA,SAN JUAN,12/31/2021,Less than 1 million,179,0,202419,0,47739,0,0,30300,1400,0,Rent,NA,2500,NA,NA,0,TRUE,2020,2021,850000,310000,-540000,0,0,0,0,168728,168728,30000,20000,-10000,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,304,1e+05,Yes,0,1,REDACTED
